Precinct and Voting District Information,,,,,,,,,,,,,,,,,,1 (County Statistics),,,,,,Voting System Information,,,US Senate,,,,,,,US Congressional Districts 1 - 8,,,,,,MN State Senate Districts 1 - 67,,,,,,,MN State House Districts 1A - 67B,,,,,,,Governor and Lieutenant Governor,,,,,,,,Secretary of State,,,,,Attorney General,,,,State Auditor,,,,,ASSOCIATE JUSTICE-SUPREME CT 3,,,APPEALS 1,,APPEALS 5,,APPEALS 8,,APPEALS 9,,APPEALS 10,,APPEALS 15,,APPEALS 16,,,1ST DISTRICT COURT 1,,,1ST DISTRICT COURT 5,,,1ST DISTRICT COURT 28,,,1ST DISTRICT COURT 31,,,2ND DISTRICT COURT 21,,,4TH DISTRICT COURT 12,,,4TH DISTRICT COURT 46,,,4TH DISTRICT COURT 47,,,4TH DISTRICT COURT 53,,,4TH DISTRICT COURT 56,,,4TH DISTRICT COURT 58,,,4TH DISTRICT COURT 60,,,7TH DISTRICT COURT 17,,,9TH DISTRICT COURT 4,,,9TH DISTRICT COURT 12,,,10TH DISTRICT COURT 14,,
270090056,MINDEN TWP - P-2,,06,15B,05,00,742,00,00,N,O,Minden township,07,050,0056,05,270090056,9,0,4,0,0,4,2,Precinct Tabulator,Optech IIIP,0,1,3,0,0,0,0,0,1,3,0,0,0,0,0,3,1,0,0,0,0,0,3,1,0,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,0,3,1,0,1,0,3,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
270090060,RICE,,06,14A,02,00,047,00,00,N,O,Rice city,07,055,0060,05,270090060,376,72,308,2,0,310,2,Precinct Tabulator,Optech IIIP,1,15,152,0,140,0,0,0,32,146,117,0,0,0,0,158,144,0,0,0,0,22,126,154,0,0,1,9,61,156,78,0,3,0,0,4,25,145,128,0,24,109,162,0,11,29,130,122,0,158,84,1,225,0,224,1,222,1,225,1,219,1,225,0,87,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,105,1,0,0,0,0,0,0,0,0,0
270090065,RONNEBY,,06,16A,01,00,051,00,00,N,O,Ronneby city,07,060,0065,05,270090065,24,2,19,0,0,19,3,Hand Count,Not Applicable,0,0,11,0,8,0,0,0,3,3,13,0,0,0,0,10,9,0,0,0,4,0,4,11,0,0,0,0,3,6,10,0,0,0,0,1,0,10,7,0,2,4,12,0,0,2,7,10,0,15,3,0,17,0,17,0,17,0,17,0,17,0,17,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0
270090070,ST CLOUD W-2 P-1,2,06,15B,05,00,742,00,00,N,O,St. Cloud city (part),07,065,0070,05,270090070,310,92,299,2,1,302,2,Precinct Tabulator,Optech IIIP,3,11,132,0,156,0,0,0,28,117,147,0,0,0,0,127,171,0,0,0,0,15,110,170,0,0,1,15,52,116,118,0,0,0,0,12,20,121,142,0,24,96,177,0,12,40,95,138,1,134,82,1,195,4,193,5,195,2,198,1,192,1,197,2,67,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,104,1,0,0,0,0,0,0,0,0,0
270090075,ST CLOUD W-2 P-2,2,06,15B,05,00,742,00,00,N,O,St. Cloud city (part),07,065,0075,05,270090075,463,265,551,15,0,566,2,Precinct Tabulator,Optech IIIP,8,13,273,0,271,0,0,0,52,262,218,0,3,0,0,248,297,0,0,1,0,25,226,285,0,0,1,28,82,236,203,2,2,3,2,16,18,272,226,0,30,201,306,2,19,35,223,243,3,281,117,1,375,3,373,3,374,2,372,2,370,2,369,2,147,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,119,2,0,0,0,0,0,0,0,0,0
270090080,ST CLOUD W-2 P-3,2,06,15B,04,00,742,00,00,N,O,St. Cloud city (part),07,065,0080,05,270090080,552,150,521,21,0,542,2,Precinct Tabulator,Optech IIIP,6,22,248,0,264,0,0,0,67,226,211,0,1,0,0,225,294,0,0,1,0,37,186,294,0,0,4,27,100,203,197,0,3,0,0,27,28,234,225,1,42,163,308,0,33,56,191,222,0,259,144,0,367,2,364,3,362,2,365,2,358,2,364,2,128,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,186,0,0,0,0,0,0,0,0,0,0
270090085,ST CLOUD W-2 P-4,2,06,15B,05,00,047,00,00,N,O,St. Cloud city (part),07,065,0085,05,270090085,378,218,390,22,0,412,2,Precinct Tabulator,Optech IIIP,8,19,159,0,217,3,0,0,56,159,178,0,2,0,0,154,238,0,0,2,0,44,147,199,0,0,0,25,59,149,167,1,0,0,0,13,25,165,194,0,30,130,227,1,33,35,131,185,1,157,122,2,256,3,256,2,255,2,257,1,255,2,258,3,108,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,131,0,0,0,0,0,0,0,0,0,0
270090086,ST CLOUD W-2 P-8,2,06,14A,05,00,742,00,00,N,O,St. Cloud city (part),07,065,0086,05,270090086,32,12,37,2,0,39,2,Precinct Tabulator,Optech IIIP,0,1,25,0,13,0,0,0,1,24,13,0,0,0,0,25,14,0,0,0,0,2,19,16,0,0,0,3,6,17,13,0,0,0,0,1,2,19,16,0,2,15,20,0,0,5,17,12,3,18,13,0,29,0,29,0,29,0,30,0,31,0,30,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0
270090090,ST GEORGE TWP,,06,16A,01,00,051,00,00,N,O,St. George township,07,070,0090,05,270090090,527,85,458,5,0,463,3,Hand Count,Not Applicable,1,16,282,0,159,0,0,0,35,265,142,0,0,0,0,276,166,0,0,0,18,0,216,203,0,0,1,5,67,263,116,0,1,0,1,5,17,277,145,0,24,213,204,0,13,30,219,173,0,217,121,0,320,1,323,0,320,0,322,0,315,0,317,0,102,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,144,1,0,0,0,0,0,0,0,0,0
270090095,SARTELL,,06,14A,03,00,047,00,00,N,O,Sartell city (part),07,072,0095,05,270090095,802,207,623,46,0,669,2,Precinct Tabulator,Optech IIIP,7,8,314,0,318,1,3,0,63,309,247,0,0,0,0,310,312,0,0,0,0,38,254,330,0,0,0,20,77,286,247,2,3,0,1,12,23,319,276,0,30,242,343,0,23,38,243,280,0,264,169,0,410,1,415,0,414,1,425,0,411,0,420,0,129,288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,181,0,0,0,0,0,0,0,0,0,0
270090100,SAUK RAPIDS P-1,,06,14A,04,00,047,00,00,N,O,Sauk Rapids city,07,073,0100,05,270090100,1307,167,1005,2,0,1007,2,Precinct Tabulator,Optech IIIP,6,20,525,0,452,1,0,0,97,481,389,0,1,0,0,500,471,0,0,2,0,58,471,456,0,0,0,22,167,464,335,1,5,0,1,20,24,527,401,0,43,384,533,1,33,65,433,412,0,525,298,0,794,2,790,1,781,0,795,0,776,1,779,0,304,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,348,1,0,0,0,0,0,0,0,0,0
270090105,SAUK RAPIDS P-2,,06,14A,04,00,047,00,00,N,O,Sauk Rapids city,07,073,0105,05,270090105,1106,166,857,36,0,893,2,Precinct Tabulator,Optech IIIP,9,22,448,0,409,0,4,0,93,414,343,0,2,0,0,453,407,0,0,0,0,50,402,420,0,0,0,17,145,405,302,0,2,0,1,19,39,445,364,0,45,325,486,0,31,67,356,387,1,500,210,1,653,6,655,1,649,0,662,0,646,0,658,1,303,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,216,0,0,0,0,0,0,0,0,0,0
270090110,SAUK RAPIDS P-3,,06,14A,03,00,047,00,00,N,O,Sauk Rapids city,07,073,0110,05,270090110,1506,303,1286,58,0,1344,2,Precinct Tabulator,Optech IIIP,5,23,765,0,530,0,11,0,100,712,463,0,1,0,0,727,562,0,0,3,0,58,682,570,0,0,1,26,190,671,425,1,3,0,0,22,37,750,489,0,50,561,675,0,35,80,652,481,5,780,287,2,1018,4,1017,4,1015,1,1028,1,1013,8,1009,2,446,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,331,1,0,0,0,0,0,0,0,0,0
270090111,SAUK RAPIDS P-4,,06,14A,03,00,047,00,00,N,O,Sauk Rapids city,07,073,0111,05,270090111,1051,162,716,35,0,751,2,Precinct Tabulator,Optech IIIP,3,14,348,0,358,1,0,0,67,363,289,0,3,0,0,370,357,0,0,1,0,34,317,385,0,0,0,12,128,324,266,1,2,0,1,18,23,361,318,2,31,273,411,0,29,47,315,312,4,416,184,1,578,0,577,1,572,0,576,2,574,3,576,0,250,336,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,207,0,0,0,0,0,0,0,0,0,0
270090112,SAUK RAPIDS P-5,,06,14A,05,00,047,00,00,N,O,Sauk Rapids city,07,073,0112,05,270090112,217,238,384,5,0,389,2,Precinct Tabulator,Optech IIIP,0,5,236,0,147,0,0,0,26,225,123,0,1,0,0,213,161,0,0,0,0,16,206,150,0,0,0,2,39,216,125,0,1,0,0,1,8,232,134,0,10,182,174,0,8,21,200,131,1,189,105,0,290,1,287,1,285,1,286,1,285,1,282,1,91,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,127,0,0,0,0,0,0,0,0,0,0
270090113,SAUK RAPIDS P-6,,06,14A,05,00,047,00,00,N,O,Sauk Rapids city,07,073,0113,05,270090113,0,0,0,0,0,0,2,Precinct Tabulator,Optech IIIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270090115,SAUK RAPIDS TWP P-1,,06,14A,03,00,047,00,00,N,O,Sauk Rapids township,07,075,0115,05,270090115,127,15,103,4,0,107,1,Central Count,Optech IIIP,0,7,67,0,29,0,0,0,6,72,24,0,0,0,0,66,37,0,0,0,0,3,58,42,0,0,0,0,15,63,24,0,1,0,0,2,5,68,27,0,6,51,42,0,0,11,52,36,0,51,34,0,78,0,77,0,77,0,78,0,77,0,78,0,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,27,0,0,0,0,0,0,0,0,0,0
270090117,SAUK RAPIDS TWP - P-3,,06,14A,02,00,047,00,00,N,O,Sauk Rapids township,07,075,0117,05,270090117,268,20,201,15,0,216,1,Central Count,Optech IIIP,2,7,109,0,93,0,1,0,21,94,88,0,0,0,0,100,104,0,0,1,0,8,100,99,0,0,0,4,40,90,70,0,0,1,0,4,5,115,81,0,7,80,120,0,6,13,86,99,0,113,57,0,166,0,165,0,165,0,165,0,162,0,164,0,P-3,77,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,57,0,0,0,0,0,0,0,0,0,0
270090120,WATAB TWP,,06,14A,02,00,047,00,00,N,O,Watab township,07,080,0120,05,270090120,1596,168,1164,33,0,1197,2,Precinct Tabulator,Optech IIIP,2,42,609,0,509,0,2,0,123,564,469,0,0,0,0,601,540,0,0,1,0,114,542,518,0,0,1,25,223,578,340,1,7,4,1,16,60,636,454,0,79,453,630,1,31,115,489,497,1,582,328,0,854,1,854,1,855,1,862,2,854,2,854,2,307,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,402,0,0,0,0,0,0,0,0,0,0
270110005,AKRON TWP.,,07,20A,03,00,062,00,00,N,O,Akron township,08,005,0005,06,270110005,119,8,98,2,0,100,3,Hand Count,Not Applicable,0,6,30,0,64,0,0,0,0,22,77,0,0,0,0,33,67,0,0,0,0,0,45,55,0,0,0,0,18,34,47,0,1,0,0,3,5,40,51,0,5,28,66,0,1,5,30,62,0,58,27,0,71,0,72,0,70,0,71,0,70,0,71,0,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110010,ALMOND TWP.,,07,20A,03,00,2888,00,00,N,O,Almond township,08,010,0010,06,270110010,88,3,72,0,0,72,3,Hand Count,Not Applicable,0,0,27,0,45,0,0,0,0,15,57,0,0,0,0,17,53,0,0,0,0,0,29,42,0,0,0,1,7,25,39,0,0,0,0,1,1,25,44,0,2,13,57,0,3,1,19,47,0,53,14,0,66,0,66,0,65,0,64,0,64,0,65,0,19,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110015,ARTICHOKE TWP.,,07,20A,03,00,062,00,00,N,O,Artichoke township,08,015,0015,06,270110015,58,5,0,49,0,49,3,Hand Count,Not Applicable,0,5,17,3,22,2,0,0,0,15,34,0,0,0,0,18,31,0,0,0,0,0,26,23,0,0,0,0,6,21,20,2,0,0,0,0,6,21,22,0,5,17,27,0,0,5,20,24,0,34,9,0,40,0,39,0,39,0,39,0,39,0,40,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110020,BARRY,,07,20A,02,00,2888,00,00,N,O,Barry city,08,020,0020,06,270110020,11,0,0,9,0,9,3,Hand Count,Not Applicable,0,0,2,1,6,0,0,0,0,1,7,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,1,2,6,0,0,0,0,0,0,2,7,0,0,2,7,0,0,0,1,7,0,6,0,0,6,0,6,0,6,0,6,0,6,0,6,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110025,BIG STONE TWP,,07,20A,02,00,062,00,00,N,O,Big Stone township (balance),08,025,0025,06,270110025,177,18,133,16,0,149,3,Hand Count,Not Applicable,1,1,72,4,70,0,0,0,0,59,87,0,0,0,0,67,79,0,0,0,0,0,75,73,0,0,0,1,9,82,57,0,0,0,0,4,2,77,66,0,6,61,81,0,5,6,58,79,0,91,46,0,129,0,127,0,128,0,126,0,127,0,127,0,48,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110030,BROWNS VALLEY TWP.,,07,20A,02,00,2888,00,00,N,O,Browns Valley township (balance),08,030,0030,06,270110030,103,0,0,91,0,91,3,Hand Count,Not Applicable,0,6,26,13,44,0,0,0,0,15,70,0,0,0,0,20,63,0,0,0,0,0,26,59,0,0,0,0,9,22,56,0,0,1,0,0,2,28,56,0,3,19,63,0,0,4,23,57,0,54,21,0,74,0,76,0,75,0,73,0,75,0,75,0,17,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110031,BEARDSLEY CITY,,07,20A,02,00,2888,00,00,N,O,Beardsley city,08,021,0031,06,270110031,158,2,0,124,0,124,3,Hand Count,Not Applicable,0,5,37,28,48,0,0,0,0,26,92,0,0,0,0,28,88,0,0,0,0,0,38,80,0,0,0,0,20,30,63,0,4,3,1,2,5,37,74,0,8,34,76,0,2,4,30,80,0,72,37,0,105,0,104,0,105,0,105,0,106,0,103,0,42,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110035,CLINTON,,07,20A,03,00,2888,00,00,N,O,Clinton city,08,035,0035,06,270110035,289,23,213,25,1,239,3,Hand Count,Not Applicable,1,3,81,4,145,0,0,0,0,53,176,0,0,0,0,63,163,0,0,0,0,0,85,143,0,0,0,2,18,73,133,0,1,0,0,1,10,69,150,0,10,54,156,0,6,10,45,159,0,140,51,0,181,0,183,0,181,0,185,0,183,0,155,0,60,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110040,CORRELL,,07,20A,03,00,2853,00,00,N,O,Correll city,08,040,0040,06,270110040,35,0,0,24,0,24,3,Hand Count,Not Applicable,0,1,9,4,10,0,0,0,0,8,16,0,0,0,0,8,16,0,0,0,0,0,9,15,0,0,0,0,6,7,11,0,0,0,0,1,1,10,12,0,1,9,14,0,0,2,9,13,0,13,6,0,18,0,17,0,16,0,15,0,16,0,16,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110045,FOSTER TWP.,,07,20A,02,00,2888,00,00,N,O,Foster township,08,045,0045,06,270110045,86,9,66,15,0,81,3,Hand Count,Not Applicable,0,1,31,3,39,0,0,0,0,24,54,0,0,0,0,28,48,0,0,0,0,0,41,37,0,0,0,0,11,32,33,0,1,0,0,0,4,34,38,0,3,32,42,0,0,3,29,45,0,41,23,0,50,0,51,0,50,0,50,0,51,0,50,0,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110050,GRACEVILLE,,07,20A,01,00,2888,00,00,N,O,Graceville city,08,049,0050,06,270110050,379,37,273,28,0,301,3,Hand Count,Not Applicable,2,9,111,0,177,0,1,0,0,76,209,0,0,0,0,94,192,0,0,0,0,0,126,164,0,0,0,5,33,111,139,0,3,0,1,5,13,91,181,0,15,90,184,0,6,15,94,176,0,163,67,0,222,0,223,0,224,0,221,0,221,0,225,0,85,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110055,GRACEVILLE TWP.,,07,20A,01,00,2888,00,00,N,O,Graceville township,08,050,0055,06,270110055,90,5,43,2,0,45,3,Hand Count,Not Applicable,0,3,23,2,17,0,0,0,0,12,28,0,0,0,0,13,21,0,0,0,0,0,22,17,0,0,0,2,7,19,16,0,0,0,0,1,0,19,20,0,2,15,23,0,2,2,15,18,0,20,10,0,27,0,28,0,27,0,27,0,28,0,27,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110056,JOHNSON CITY,,07,20A,01,00,2888,00,00,N,O,Johnson city,08,051,0056,06,270110056,17,0,0,8,0,8,3,Hand Count,Not Applicable,0,1,3,0,4,0,0,0,0,2,5,0,0,0,0,1,5,0,0,0,0,0,3,3,0,0,0,0,3,1,4,0,0,0,0,0,0,3,5,0,0,3,4,0,0,0,2,6,0,5,1,0,5,0,5,0,5,0,5,0,5,0,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110060,MALTA TWP.,,07,20A,01,00,2888,00,00,N,O,Malta township,08,060,0060,06,270110060,49,1,0,40,0,40,3,Hand Count,Not Applicable,0,5,14,0,21,0,0,0,0,12,28,0,0,0,0,10,30,0,0,0,0,0,14,26,0,0,0,0,7,11,22,0,0,0,0,2,8,7,23,0,3,12,24,0,0,7,9,24,0,21,12,0,33,0,33,0,33,0,33,0,33,0,33,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110065,MOONSHINE TWP.,,07,20A,01,00,771,00,00,N,O,Moonshine township (balance),08,065,0065,06,270110065,64,1,0,50,0,50,3,Hand Count,Not Applicable,0,2,28,3,16,0,0,0,0,15,35,0,0,0,0,24,24,0,0,0,0,0,25,22,0,0,0,0,3,24,22,0,0,0,0,0,1,26,23,0,0,22,27,0,0,1,27,20,0,33,12,0,36,0,37,0,37,0,38,0,37,0,38,0,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110070,ODESSA,,07,20A,05,00,062,00,00,N,O,Odessa city,08,069,0070,06,270110070,72,6,0,67,0,67,3,Hand Count,Not Applicable,0,3,29,7,28,0,0,0,0,22,41,0,0,0,0,25,38,0,0,0,0,0,32,33,0,0,0,1,15,19,27,1,1,1,1,2,4,25,35,0,2,32,32,0,1,6,28,31,0,42,20,0,57,0,57,0,57,0,56,0,58,0,57,0,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110075,ODESSA TWP.,,07,20A,05,00,062,00,00,N,O,Odessa township,08,070,0075,06,270110075,96,6,0,74,0,74,3,Hand Count,Not Applicable,0,4,49,3,16,0,0,0,0,43,31,0,0,0,0,42,29,0,0,0,0,0,49,24,0,0,0,0,9,45,19,0,0,0,0,1,2,46,24,0,4,40,28,0,1,3,43,25,0,40,13,0,42,0,43,0,43,0,43,0,42,0,43,0,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110080,ORTONVILLE-PRECINCT 1,,07,20A,04,00,062,00,00,N,O,Ortonville city,08,080,0080,06,270110080,776,61,576,49,0,625,3,Hand Count,Not Applicable,2,12,330,3,266,0,2,0,0,277,329,0,0,0,0,327,278,0,0,0,0,0,345,267,0,0,0,9,65,311,220,3,4,1,0,9,17,337,246,0,27,274,302,0,11,36,293,260,0,387,126,0,391,0,490,0,490,0,479,0,489,0,491,0,182,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110085,ORTONVILLE-PRECINCT2,,07,20A,05,00,062,00,00,N,O,Ortonville city,08,080,0085,06,270110085,420,29,321,17,0,338,3,Hand Count,Not Applicable,1,11,155,1,169,1,0,0,0,135,199,0,0,0,0,145,187,0,0,0,0,0,181,156,0,0,0,3,41,147,143,1,2,0,0,3,13,166,155,0,17,128,190,0,7,22,144,162,0,217,79,0,273,0,273,0,277,0,273,0,272,0,272,0,97,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110086,ORTONVILLE TWP.,,07,20A,05,00,062,00,00,N,O,Ortonville township (balance),08,081,0086,06,270110086,53,0,0,48,0,48,3,Hand Count,Not Applicable,0,1,24,5,17,0,0,0,0,21,26,0,0,0,0,25,22,0,0,0,0,0,25,22,0,0,0,0,2,28,17,0,0,0,0,0,2,26,19,0,1,24,22,0,1,2,23,20,0,29,8,1,36,0,36,0,36,0,35,0,35,0,35,0,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110090,OTREY TWP.,,07,20A,03,00,062,00,00,N,O,Otrey township,08,085,0090,06,270110090,67,1,58,0,0,58,3,Hand Count,Not Applicable,0,1,17,0,40,0,0,0,0,9,48,0,0,0,0,13,42,0,0,0,0,0,20,35,0,0,0,0,11,14,31,0,0,0,0,1,1,27,29,0,1,12,45,0,2,4,12,40,0,35,15,0,45,0,45,0,45,0,45,0,42,0,45,0,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110095,PRIOR TWP.,,07,20A,02,00,062,00,00,N,O,Prior township,08,090,0095,06,270110095,117,16,106,9,0,115,3,Hand Count,Not Applicable,0,5,45,4,59,0,0,0,0,32,72,0,0,0,0,36,64,0,0,0,0,0,46,58,0,0,0,0,14,47,45,0,0,0,1,1,5,37,61,0,3,34,67,0,2,12,28,59,0,53,32,0,77,0,78,0,78,0,78,0,76,0,76,0,34,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270110100,TOQUA TWP.,,07,20A,02,00,2888,00,00,N,O,Toqua township,08,095,0100,06,270110100,44,0,0,34,0,34,3,Hand Count,Not Applicable,1,1,13,5,14,0,0,0,0,8,26,0,0,0,0,11,21,0,0,0,0,0,13,20,0,0,0,1,0,11,22,0,0,0,0,0,1,10,21,0,1,6,25,0,1,1,10,20,0,16,9,0,25,0,25,0,25,0,23,0,23,0,23,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
